"ontology title","ontology iri","summary","authors","contributors","license information","project page","source page","latest json-ld file","latest n3 file","latest ntriples file","latest rdf/xml file","latest turtle file","modified","version"
"OpenADR ontology","https://w3id.org/def/openadr","This ontology describes the openADR protocol based on the documentation provided by the openADR Profile B.","Raúl García-Castro,Alba Fernández Izquierdo,Andrea Cimmino",,"CC-BY 4.0","https://albaizq.github.io/OpenADRontology/OnToology/ontology/openADRontology.owl/documentation/index-en.html",,,,,,"https://albaizq.github.io/OpenADRontology/OnToology/ontology/openADRontology.owl/documentation/ontology.ttl","2020-11-17","0.2.2"
"OpenLink Product Features Ontology","http://www.openlinksw.com/ontology/features#","Ontology that defines entity and relation types used to describe product features.","OpenLink Software",,,"http://www.openlinksw.com/ontology/features#",,,,,,"https://www.openlinksw.com/sparql?query=define%20sql%3Adescribe-mode%20%22CBD%22%20%20DESCRIBE%20%3Chttp%3A%2F%2Fwww.openlinksw.com%2Fontology%2Ffeatures%23%3E","2019-08-06","1.0.0"
"OpenLink Software Ontology","http://www.openlinksw.com/ontology/software#","Ontology that defines entity and relation types used to describe software.","OpenLink Software",,,"http://www.openlinksw.com/ontology/software#",,,,,,"https://www.openlinksw.com/sparql?query=define%20sql%3Adescribe-mode%20%22CBD%22%20%20DESCRIBE%20%3Chttp%3A%2F%2Fwww.openlinksw.com%2Fontology%2Fsoftware%23%3E&output=text%2Fturtle","2019-09-10","1.2.4"
"OpenLink Sponger Cartridges Ontology","http://www.openlinksw.com/ontology/cartridges#","Ontology that defines entity and relation types used to describe Sponger Cartridges.","OpenLink Software",,,"http://www.openlinksw.com/ontology/cartridges#",,,,,,"https://www.openlinksw.com/sparql?query=define%20sql%3Adescribe-mode%20%22CBD%22%20%20DESCRIBE%20%3Chttp%3A%2F%2Fwww.openlinksw.com%2Fontology%2Fcartridges%23%3E&output=text%2Fturtle","2015-03-20","1.0.0"
"Operators","https://w3id.org/semanticarts/ontology/operators",,,,,,,,,,,"https://raw.githubusercontent.com/semanticarts/operators-ontology/develop/operators.ttl",,
"Ordinal","http://emmo.info/emmo/middle/ordinal","The ordinal module defines ordering based on direct parthood.","Emanuele Ghedini,Jesper Friis",,"CC-BY 4.0","https://github.com/emmo-repo/EMMO",,,,,,"http://emmo.info/emmo/1.0.0-beta/middle/ordinal","2021-01-19","1.0.0-beta"
"Organization Ontology","https://www.w3.org/ns/org#","Vocabulary for describing organizational structures, specializable to a broad variety of types of organization.","Dave Reynolds,Dominique Guardiola,Antonio Maccioni,Giorgia Lodi,Shuji Kamitsuna,Guadalupe Aguado de Cea,Elena Montiel Ponsoda,Olga Ximena Giraldo,María Poveda Villalón",,"PDDL 1.0","http://www.w3.org/TR/vocab-org/",,,,,,"https://www.w3.org/ns/org#","2014-04-12","0.8"
"OWL-Time","http://www.w3.org/2006/time#","OWL-Time is an OWL-2 DL ontology of temporal concepts, for describing the temporal properties of resources in the world or described in Web pages.","Simon Cox,Chris Little",,"CC-BY 4.0","https://www.w3.org/TR/owl-time/",,,,,,"https://www.w3.org/2006/time","2017-04-06",
"PackML StateMachine Ontology-Design-Pattern","http://www.w3id.org/hsu-aut/PackML","Its an ontology design pattern of PackML which is a common standard defining an abstract machine behavior.","Aljosha Köcher,Janni Kreisberg,Tom Westermann (via Git commits, might be incomplete)",,"MIT","https://github.com/hsu-aut/IndustrialStandard-ODP-PackML",,,,,"https://raw.githubusercontent.com/hsu-aut/IndustrialStandard-ODP-PackML/master/PackML.owl",,"2023-11-28","3.0.0"
"Paper Vocabulary","http://purl.org/opdm/paper#","Vocabulary to describe various types of paper products (office paper, photo paper, etc.).","Martin Hepp,Bene Rodriguez-Castro,László Török",,"CC-BY 3.0","https://ebusiness-unibw.org/ontologies/opdm/paper.html",,,,,"http://purl.org/opdm/paper#",,,
"Perceptual","http://emmo.info/emmo/middle/perceptual","Defines the perceptual perspective, which which categorises real world objects according to how they are percieved by an user as a recognisable pattern in space or time.","Adham Hashibon,Emanuele Ghedini,Georg Schmitz,Gerhard Goldbeck,Jesper Friis",,"CC-BY 4.0","https://github.com/emmo-repo/EMMO",,,,,,"http://emmo.info/emmo/1.0.0-beta/middle/perceptual","2020-12-10","1.0.0-beta"
"Perspective","http://emmo.info/emmo/middle/perspective","The perspective module provides the practical implementation of the EMMO pluralistic approach for which the only objective categorization is provided by the Universe individual and all the Quantum individuals.","Adham Hashibon,Emanuele Ghedini,Georg Schmitz,Gerhard Goldbeck,Jesper Friis",,"CC-BY 4.0","https://github.com/emmo-repo/EMMO",,,,,,"http://emmo.info/emmo/1.0.0-beta/middle/perspective","2020-12-05","1.0.0-beta"
"Physical","http://emmo.info/emmo/top/physical","Defines Physical, which is the superclass for all real world objects and its complement, Void.","Adham Hashibon,Emanuele Ghedini,Georg Schmitz,Gerhard Goldbeck,Jesper Friis",,"CC-BY 4.0","https://github.com/emmo-repo/EMMO",,,,,,"http://emmo.info/emmo/1.0.0-beta/top/physical","2020-12-05","1.0.0-beta"
"Physicalistic","http://emmo.info/emmo/middle/physicalistic","Defines the root of the physicalistic perspective that introduces the concept of real world objects that have a meaning for the ontologist under an applied physics perspective.","Adham Hashibon,Emanuele Ghedini,Georg Schmitz,Gerhard Goldbeck,Jesper Friis",,"CC-BY 4.0","https://github.com/emmo-repo/EMMO",,,,,,"http://emmo.info/emmo/1.0.0-beta/middle/physicalistic","2020-12-05","1.0.0-beta"
"Platform Ontology","https://cogito.iot.linkeddata.es/platform#","The COGITO Platfrom ontology aims at modelling the entities considered in the the Digital Twin Platform, a component of the COGITO architecture.","María Poveda Villalón,Raúl García Castro,Socorro Bernardos Galindo",,"CC-BY 4.0","https://github.com/oeg-upm/cogito-platform-ontology",,,,,"https://cogito.iot.linkeddata.es/def/platform/ontology.rdf","https://cogito.iot.linkeddata.es/def/platform/ontology.ttl","2023-02-09","0.4.0"
"Portable Media Player Vocabulary","http://purl.org/opdm/portablemp#","Vocabulary to describe portable media players.","Martin Hepp,Bene Rodriguez-Castro,László Török",,"CC-BY 3.0","http://www.ebusiness-unibw.org/ontologies/opdm/portablemp.html",,,,,"http://purl.org/opdm/portablemp#",,,"1.0"
"Position Ontology","http://purl.org/ieee1872-owl/pos","It extends SUMO and complements CORA and was developed for capturing the main concepts and relations underlying the notions of position, orientation and pose.","IEEE RAS Ontology for Robotics and Automation Working Group (IEEE RAS ORA WG)",,"CC-BY 4.0","https://github.com/srfiorini/IEEE1872-owl",,,,,"https://raw.githubusercontent.com/srfiorini/IEEE1872-owl/master/pos.owl",,"2020-10-21","1.0"
"Printer Vocabulary","http://purl.org/opdm/printer#","Vocabulary to describe home and office printers including all-in-one devices with faxing, scanning and copying capabilities.","Martin Hepp,Bene Rodriguez-Castro,László Török",,"CC-BY 3.0","https://ebusiness-unibw.org/ontologies/opdm/printer.html",,,,,"http://purl.org/opdm/printer#",,,
"process","http://rds.posccaesar.org/ontology/plm/ont/process","Process ontology for Product Lifecycle Management RDL. Includes unit operations, reaction, transport.","Johan Wilhelm Klüwer",,"CC-BY-SA 4.0","https://rds.posccaesar.org/ontology/plm/ont/process/",,,,,"https://rds.posccaesar.org/ontology/plm/ont/process/0.9.0/plm-process.rdf","https://rds.posccaesar.org/ontology/plm/ont/process/0.9.0/plm-process.ttl","2022-09-26","0.9.1"
"Process Ontology","https://cogito.iot.linkeddata.es/def/process#","The COGITO Process ontology aims at modelling the construction process.","María Poveda Villalón,Raúl García Castro,Socorro Bernardos Galindo",,"CC-BY 4.0","https://github.com/oeg-upm/cogito-construction-process-ontology",,,,,,"https://raw.githubusercontent.com/oeg-upm/cogito-construction-process-ontology/master/ontology/ontology.ttl","2023-03-28","0.11.0"
"Product Ontology","http://www.semanticweb.org/ontologies/2010/1/ProntoAHSH.owl","PRONTO (PRoduct ONTOlogy) is an ontology for the Product Modelling domain, able to efficiently handle product variants, which defines and integrates two hierarchies to represent product information: the Abstraction Hierarchy (AH) and the Structural one (SH).","Marcela Vegetti and contributors (https://github.com/mvegetti/PRONTO/graphs/contributors)",,,"https://github.com/mvegetti/PRONTO/",,,,,"https://raw.githubusercontent.com/mvegetti/PRONTO/main/PRONTO.owl",,"2021-04-20",
"Product Types Ontology","http://www.productontology.org/#","This service provides ca. 300, 000 precise definitions for types of product or services that extend the schema.org and GoodRelations standards for e-commerce markup. NOTE: in the related RDF file only the 1000 most frequently request classes of the related service!.","Martin Hepp",,"CC-BY-SA 3.0","http://www.productontology.org/",,,,,"http://www.productontology.org/dump.rdf",,"2024-03-14",
"Properties","http://emmo.info/emmo/middle/properties","Defines properties as the result of an observation process.","Adham Hashibon,Emanuele Ghedini,Georg Schmitz,Gerhard Goldbeck,Jesper Friis",,"CC-BY 4.0","https://github.com/emmo-repo/EMMO",,,,,,"http://emmo.info/emmo/1.0.0-beta/middle/properties","2021-01-19","1.0.0-beta"
"Protégé","http://protege.stanford.edu/plugins/owl/protege#",,,,,"http://protege.stanford.edu/plugins/owl/protege#",,,,,"http://protege.stanford.edu/plugins/owl/protege",,,
"PSS Ontology","https://gitlab.atb-bremen.de/atb/pss-ontology/PSS-ontology-2","The Product Service System (PSS) working group (WG) under Industrial Ontology Foundry aims to create a basis ontology for enhancing the engineering of PSS in manufacturing, by modelling all the aspects that affect, or could affect a PSS.","PSS working group",,"CC-BY 4.0","https://industryportal.enit.fr/ontologies/PSS",,,,,"https://data.industryportal.enit.fr/ontologies/PSS/submissions/2/download?apikey=019adb70-1d64-41b7-8f6e-8f7e5eb54942",,"2022-05-10","0.2"
"QUDT Decimal Prefixes","http://qudt.org/vocab/prefix","The Prefixes vocabulary defines the prefixes commonly prepended to units to connote multiplication, either decimal or binary.","Ralph Hodgson",,"CC-BY 4.0","https://qudt.org/doc/DOC_VOCAB-PREFIXES.html",,,,,,"http://qudt.org/vocab/prefix/","2024-02-26","2.1.36"
"QUDT Functions Extension","http://qudt.org/schema/extensions/functions","QUDT function extenstion.","Matt Goldberg,Steve Ray",,"CC-BY 4.0","https://github.com/qudt/qudt-public-repo",,,,,,"http://qudt.org/schema/extensions/functions","2023-04-12","2.1.36"
"QUDT SCHEMA Facade graph","http://qudt.org/schema/facade/qudt","Facade graph for single place to redirect QUDT schema imports.",,,,,,,,,,"http://qudt.org/schema/facade/qudt",,"2.1.33"
"QUDT Systems of Quantity Kinds","http://qudt.org/vocab/soqk","QUDT Systems of Quantity Kinds Vocabulary .","Ralph Hodgson",,"CC-BY 4.0","https://www.qudt.org/doc/DOC_VOCAB-SYSTEMS-OF-QUANTITY-KINDS.html",,,,,,"http://qudt.org/vocab/soqk/","2024-02-26","2.1.36"
"RealEstateCore Full","https://w3id.org/rec/full/","Its an OWL 2 ontology which enables data integration for smart buildings.","Erik Wallin,Karl Hammar",,"BSD-3-Clause","https://github.com/RealEstateCore/rec",,,,,"https://doc.realestatecore.io/3.3/full.rdf",,"2020-06-23","3.3"
"Reductionistic","http://emmo.info/emmo/middle/reductionistic","Defines the reductionistic perspective, which uses the fundamental non-transitive parthood relation, called direct parthood, to provide a powerful granularity description of multiscale real world objects.","Adham Hashibon,Emanuele Ghedini,Georg Schmitz,Gerhard Goldbeck,Jesper Friis",,"CC-BY 4.0","https://github.com/emmo-repo/EMMO",,,,,,"http://emmo.info/emmo/1.0.0-beta/middle/reductionistic","2022-05-08","1.0.0-beta"
"Reference Generalized Ontological Model","http://www.semanticweb.org/manufacturingproductionline#","Reference Generalized Ontological Model is a Smart Manufacturing ontology that provides a detailed unified model which takes the I4.0 domain knowledge from rawmaterial to finished product including supply to the customeras well as monitoring the different situations of machines and processes.","MuhammadYahta and contributors (https://github.com/MuhammadYahta/rgom/graphs/contributors)",,"GPL-3.0","https://github.com/MuhammadYahta/rgom",,,,,"https://raw.githubusercontent.com/MuhammadYahta/rgom/main/rgom.owl",,"2024-01-23",
"Reified Requirements Ontology","https://w3id.org/requirement-ontology/ontology/core#","The Reified Requirements Ontology provides classes and relations for representing requirements as OWL individuals.","Johan Wilhelm Klüwer",,"CC-BY-SA 4.0","https://data.dnv.com/ontology/requirement-ontology/core/req-ont.html",,,,,"https://data.dnv.com/ontology/requirement-ontology/core/req-ont.owl","https://data.dnv.com/ontology/requirement-ontology/core/req-ont.ttl","2019-11-19","A01A"
"Resistance Spot Welding Ontology","http://www.rswo.org/muhyah/ontologies/2022/7/rswo","We propose Resistance Spot Welding Ontology (RSWO) to formalize knowledge in the RSW domain. It combines three sources of knowledge: extensive discussions with Bosch welding experts; reusing terminologies following ISO-14327 and ISO-14373 standards; and existing established ontologies. We have assessed RSWO on real-world data from monitoring welding quality at Bosch in Germany.","Muhammad Yahya",,"CC-BY 4.0","https://github.com/nsai-uio/RSWO",,,,,"https://raw.githubusercontent.com/nsai-uio/RSWO/main/rswo.owl",,"2023-02-01","1.0.0"
"Resource, Material, Process, Function and Quality (rmpfq) ontology","urn:webprotege:ontology:9a45bb51-8473-4cc3-af08-57a784d84a45","This is a domain-level ontology focusing on the quality related factors during manufacturing processes. It is based on the IOF:Core middle-level ontology and the BFO top-level ontology.","Xiaochen Zheng",,,"https://github.com/zhengxiaochen/rmpfq_ontology",,,,,,"https://raw.githubusercontent.com/zhengxiaochen/rmpfq_ontology/main/RMPFQ_Application_Ontology_v1.ttl","2022-03-09",
"RFID System Configuration Ontology","http://semanticweb.org/ontologies/2018/16/RFID_SystemConfigurationOntology/","Its purpose is to aid the identification and configuration of the right RFID system, reader or tag based on the requirements of the end-user, who can be either an RFID expert or a non-expert.","Eleni Tsalapati,James Tribe,Paul A. Goodall,Robert I. Young,Thomas W. Jackson,Andrew A. West",,,"https://github.com/eleniTsalapati/ONTOLOGIES",,,,,"https://raw.githubusercontent.com/eleniTsalapati/ONTOLOGIES/master/RFID_SCO.owl",,"2019-12-09",
"RIVA InfoModel","http://w3id.org/hsu-aut/SA_InformationModel/","An information model for autonomous mobile robots.","Marvin Zager,Christoph Sieber,Alexander Fay",,"MIT","https://github.com/hsu-aut/RIVA_InfoModel",,,,,,"https://raw.githubusercontent.com/hsu-aut/RIVA_InfoModel/main/Ontologies/InfoModel.ttl","2023-11-24",
"ROMAIN: Reference Ontology for industrial Maintenance","http://www.semanticweb.org/hedi/ontologies/2018/11/ROMAIN","ROMAIN is domain-specific, open access, reference ontology for maintenance management domain, with the scope to the classes that are unique to the maintenance management practice, such as maintenance strategy, degradation, and work order management, rather than modelling the entire domain of maintenance.","Farhad Ameri,Farhad Ameri,Melinda Hodkiewicz,Thierry Louge",,,"https://industryportal.enit.fr/ontologies/ROMAIN",,,,,"https://data.industryportal.enit.fr/ontologies/ROMAIN/submissions/1/download?apikey=019adb70-1d64-41b7-8f6e-8f7e5eb54942",,"2019-04-01",
"RPARTS","http://purl.org/ieee1872-owl/rparts","It was developed to provide concepts for CORA ontology to model robotic parts.","IEEE RAS Ontology for Robotics and Automation Working Group (IEEE RAS ORA WG)",,"CC-BY 4.0","https://github.com/srfiorini/IEEE1872-owl",,,,,"https://raw.githubusercontent.com/srfiorini/IEEE1872-owl/master/rparts.owl",,"2020-10-21","1.0"
"Safety Ontology","http://www.semanticweb.org/mahsateimourikia/ontologies/2016/1/untitled-ontology-3#","This is an ontology for extracting the safety knowledge in industry 4.0.","Mahsa Teimourikia,Mariagrazia Fugini",,"GPL-3.0","https://github.com/mahsa-teimourikia/Safety-Ontology",,,,,"https://raw.githubusercontent.com/mahsa-teimourikia/Safety-Ontology/master/SafetyOntology.owl",,"2016-07-26",
"Safety Ontology","https://cogito.iot.linkeddata.es/safety#","The COGITO Safety ontology aims at modelling the safety of the construction domain.","María Poveda Villalón,Raúl García Castro,Socorro Bernardos Galindo",,"CC-BY 4.0","https://github.com/oeg-upm/cogito-safety-ontology",,,,,,"https://raw.githubusercontent.com/oeg-upm/cogito-safety-ontology/main/ontology/ontology.ttl","2023-05-16","0.6.0"
"SAREF extension for the Automotive domain","https://saref.etsi.org/saref4auto/","SAREF4AUTO is an extension of SAREF to connect it with existing ontologies (e.g. W3C SSN, W3C SOSA, GeoSPARQL etc.) and important standardization initiatives and ontologies in the Automotive domain.","Laura Daniele,Michelle Wetterwald",,"BSD-3-Clause","https://saref.etsi.org/saref4auto/",,,,,"https://saref.etsi.org/saref4auto/v1.1.1/saref4auto.rdf","https://saref.etsi.org/saref4auto/v1.1.1/saref4auto.ttl","2021-07-26","1.1.1"
"SAREF extension for the electric grid domain","https://saref.etsi.org/saref4grid/","SAREF4GRID is an extension of SAREF for the smart grid domain.","Raúl García-Castro,Sergio-Mario Carulli-Pérez,María Poveda-Villalón",,"BSD-3-Clause","https://saref.etsi.org/saref4grid/",,,,,"https://saref.etsi.org/saref4grid/v1.1.1/saref4grid.rdf","https://saref.etsi.org/saref4grid/v1.1.1/saref4grid.ttl","2023-11-22","1.1.1"
"SAREF extension for the smart lifts domain","https://saref.etsi.org/saref4lift/","SAREF4LIFT is an extension of SAREF for the Smart Lifts domain.","Maxime Lefrançois,Mauro Dragoni,Alba Fernandez Izquierdo,Raúl Garcia-Castro",,"BSD-3-Clause","https://saref.etsi.org/saref4lift/",,,,,"https://saref.etsi.org/saref4lift/v1.1.1/saref4lift.rdf","https://saref.etsi.org/saref4lift/v1.1.1/saref4lift.ttl","2021-03-15","1.1.1"
"SAREF4WATR is an extension of SAREF for Water","https://w3id.org/def/S4WATR","This ontology extends the SAREF ontology for the Water domain.","Raúl García-Castro",,,"https://github.com/oeg-upm/S4WATR",,,,,,"https://oeg-upm.github.io/S4WATR/OnToology/S4Water.owl/documentation/ontology.ttl","2019-11-29","v0.1.2"
"SCOPRO (Supply Chain Process Ontology)","http://www.semanticweb.org/indonto/ontologies/2014/0/SCOPRO","SCOPRO (Supply Chain Process Ontology) is a subontology of SCONTO (Supply Chain Ontology), which is an ontology that formally describes a supply chain (SC) based on the SCOR de facto standard. SCOPRO formalizes the SC essential concepts, capturing the organizational units participating in a supply chain, its structure, and business processes. It represents the SC business processes at various abstraction levels and their associated resources in a holistic fashion.","Gabriela P. Henning,Horacio P. Leone,Marcela Vegetti,Alicia C. Böhm",,"CC-BY 4.0","https://openreview.net/pdf?id=ricE3prhfH8",,,,,"https://data.industryportal.enit.fr/ontologies/SCOPRO/submissions/1/download?apikey=019adb70-1d64-41b7-8f6e-8f7e5eb54942",,"2021-12-01","1.0.0"
"SEAS Architecture ontology","https://w3id.org/seas/ArchitectureOntology","The SEAS Architecture Ontology models the concepts from the SRAM (Static random-access memory) Architecture model.","Maxime Lefrançois",,"Apache License 2.0","https://ci.mines-stetienne.fr/seas/ArchitectureOntology",,,,,"https://w3id.org/seas/ArchitectureOntology-2.0.rdf","https://w3id.org/seas/ArchitectureOntology-2.0.ttl","2016-09-26","2.0"
"SEAS Boolean Property Ontology","https://w3id.org/seas/BooleanPropertyOntology","This ontology applies the design patterns defined in the Feature of Interest ontology and the Evaluation ontology for boolean-valued properties.","Maxime Lefrançois",,"Apache License 2.0","https://ci.mines-stetienne.fr/seas/BooleanPropertyOntology",,,,,"https://w3id.org/seas/BooleanPropertyOntology-1.0.rdf","https://w3id.org/seas/BooleanPropertyOntology-1.0.ttl","2017-08-04","1.0"
"SEAS City Ontology","https://w3id.org/seas/CityOntology","The SEAS City ontology contains subclasses of zones usefull to describe cities.","Lynda Temal",,"Apache License 2.0","https://ci.mines-stetienne.fr/seas/CityOntology",,,,,"https://w3id.org/seas/CityOntology-1.0.rdf","https://w3id.org/seas/CityOntology-1.0.ttl","2017-08-23","1.0"
"SEAS Electric Light Source Ontology","https://w3id.org/seas/ElectricLightSourceOntology","The SEAS Electric Light source ontology describes Electric light sources.","Lynda Temal",,"Apache License 2.0","https://ci.mines-stetienne.fr/seas/ElectricLightSourceOntology",,,,,,"https://w3id.org/seas/ElectricLightSourceOntology-1.0","2017-08-23","1.0"
"SEAS Electric Power System Ontology","https://w3id.org/seas/ElectricPowerSystemOntology","The SEAS Electric Power System Vocabulary defines: Electric power systems that consume, produce, or store electricity, electrical connections between electric power systems, where electricity is exchanged, and electrical connection. Points of electric power systems, through which electricity flows in/out the power systems.","Maxime Lefrançois",,"Apache License 2.0","https://ci.mines-stetienne.fr/seas/ElectricPowerSystemOntology",,,,,"https://w3id.org/seas/ElectricPowerSystemOntology-1.0.rdf","https://w3id.org/seas/ElectricPowerSystemOntology-1.0.ttl","2017-08-24","1.0"
"SEAS Electric Street Light System Ontology","https://w3id.org/seas/StreetLightSystemOntology","The SEAS Electric Street Light System ontology describes Electric Street Light Systems.","Lynda Temal",,"Apache License 2.0","https://ci.mines-stetienne.fr/seas/StreetLightSystemOntology",,,,,"https://w3id.org/seas/StreetLightSystemOntology-1.0.rdf","https://w3id.org/seas/StreetLightSystemOntology-1.0.ttl","2017-05-30","1.0"
"SEAS Electric Vehicle ontology","https://w3id.org/seas/ElectricVehicleOntology","The SEAS Electric Vehicle Vocabulary defines features of interest for electric vehicles and their charging equipments.","Maxime Lefrançois",,"Apache License 2.0","https://ci.mines-stetienne.fr/seas/ElectricVehicleOntology",,,,,"https://w3id.org/seas/ElectricVehicleOntology-1.0.rdf","https://w3id.org/seas/ElectricVehicleOntology-1.0.ttl","2016-07-26","1.0"
"SEAS Energy Form vocabulary","https://w3id.org/seas/EnergyFormOntology","This vocabulary defines the forms of energy.","Maxime Lefrançois",,"Apache License 2.0","https://ci.mines-stetienne.fr/seas/EnergyFormOntology",,,,,"https://ci.mines-stetienne.fr/seas/EnergyFormOntology-1.0.rdf","https://ci.mines-stetienne.fr/seas/EnergyFormOntology-1.0.ttl","2016-07-24","1.0"
"SEAS Failable System ontology","https://w3id.org/seas/FailableSystemOntology","The SEAS Failable System ontology defines properties to qualify features of interest, their failures and repairs.","Maxime Lefrançois",,"Apache License 2.0","https://ci.mines-stetienne.fr/seas/FailableSystemOntology",,,,,"https://ci.mines-stetienne.fr/seas/FailableSystemOntology-1.0.rdf","https://ci.mines-stetienne.fr/seas/FailableSystemOntology-1.0.ttl","2017-08-23","1.0"
"SEAS Flexibility ontology","https://w3id.org/seas/FlexibilityOntology","The SEAS Flexibility ontology defines evaluation sub types to interpret evaluations of controllable properties.","Maxime Lefrançois",,"Apache License 2.0","https://ci.mines-stetienne.fr/seas/FlexibilityOntology",,,,,"https://w3id.org/seas/FlexibilityOntology-1.0.rdf","https://w3id.org/seas/FlexibilityOntology-1.0.ttl","2016-09-30","1.0"
"SEAS Generic Property ontology","https://w3id.org/seas/GenericPropertyOntology","The SEAS Generic Property ontology defines the different categories of Generic Properties we can met in different domains. Such as Temperature, Speed, length…. These properties are dependants entities: they are inherent in some entity and that cannot exist without this entity.","Lynda Temal",,"Apache License 2.0","https://ci.mines-stetienne.fr/seas/GenericPropertyOntology",,,,,,"https://w3id.org/seas/GenericPropertyOntology-1.0.ttl","2017-03-20","1.0"
"SEAS Green KPI ontology","https://w3id.org/seas/GreenKPIOntology","The SEAS Green KPI ontology defines KPI properties for the energy domain.","Maxime Lefrançois",,"Apache License 2.0","https://ci.mines-stetienne.fr/seas/GreenKPIOntology",,,,,,"https://ci.mines-stetienne.fr/seas/GreenKPIOntology-1.0.ttl","2016-09-26","1.0"
"SEAS Offering ontology","https://w3id.org/seas/OfferingOntology","The SEAS Offering ontology defines offerings and transactions between players.","Maxime Lefrançois",,"Apache License 2.0","https://ci.mines-stetienne.fr/seas/OfferingOntology",,,,,,"https://w3id.org/seas/OfferingOntology-1.1.ttl","2016-09-30","1.1"
"SEAS OptimizationProcedure ontology","https://w3id.org/seas/OptimizationOntology","The SEAS OptimizationProcedure ontology extends the Procedure Execution ontology (https://w3id.org/pep/).","Maxime Lefrançois",,"Apache License 2.0","https://ci.mines-stetienne.fr/seas/OptimizationOntology",,,,,,"https://ci.mines-stetienne.fr/seas/OptimizationOntology-1.1.ttl","2017-08-29","1.1"
"SEAS Periodic Signal Property Ontology","https://w3id.org/seas/PeriodicSignalOntology","This ontology defines properties that evolve periodically in time, and evaluations of these properties.","Maxime Lefrançois",,"Apache License 2.0","https://ci.mines-stetienne.fr/seas/PeriodicSignalOntology",,,,,,"https://w3id.org/seas/PeriodicSignalOntology-1.0.ttl","2016-11-03","1.0"
"SEAS Photovoltaic ontology","https://w3id.org/seas/PhotovoltaicOntology","The SEAS PhotovoltaicOntology Ontology describes solar panels and its components as electric power systems.","Maxime Lefrançois",,"Apache License 2.0","https://ci.mines-stetienne.fr/seas/PhotovoltaicOntology",,,,,"https://w3id.org/seas/PhotovoltaicOntology-1.0.rdf","https://w3id.org/seas/PhotovoltaicOntology-1.0.ttl","2016-11-03","1.1"
"SEAS Pricing ontology","https://w3id.org/seas/PricingOntology","The SEAS Pricing ontology defines the different categories of princing we can meet in the market vacabulary.","Lynda Temal",,"Apache License 2.0","https://ci.mines-stetienne.fr/seas/PricingOntology",,,,,,"https://ci.mines-stetienne.fr/seas/PricingOntology-1.0.ttl","2017-01-05","1.0"
"SEAS Smart Meter ontology","https://w3id.org/seas/SmartMeterOntology","The SEAS Smart Meter ontology defines seas:SmartMeter as physical system (seas:Sensor) that are designed to Compute Metering on different amount of matter, such as Natural Gas, Water and Electricity. Smart Meters are connected systems which are able to send metering evaluation to some managing systems.","Lynda Temal",,"Apache License 2.0","https://ci.mines-stetienne.fr/seas/SmartMeterOntology",,,,,"https://w3id.org/seas/SmartMeterOntology-1.1.rdf","https://w3id.org/seas/SmartMeterOntology-1.1.ttl","2017-08-29","1.1"
"SEAS Thermodynamic System ontology","https://w3id.org/seas/ThermodynamicSystemOntology","The SEAS Thermodynamic System ontology defines systems that may exchange heat.","Maxime Lefrançois",,"Apache License 2.0","https://ci.mines-stetienne.fr/seas/ThermodynamicSystemOntology",,,,,"https://w3id.org/seas/ThermodynamicSystemOntology-1.0.rdf","https://w3id.org/seas/ThermodynamicSystemOntology-1.0.ttl","2016-07-21","1.0"
"SEAS Zone Lighting ontology","https://w3id.org/seas/ZoneLightingOntology","The SEAS Zone Lighting ontology describes light sources and illuminable zones.","Maxime Lefrançois",,"Apache License 2.0","https://ci.mines-stetienne.fr/seas/ZoneLightingOntology",,,,,,"https://w3id.org/seas/ZoneLightingOntology-1.0.ttl","2016-09-26","1.0"
"Semantic Versioning Ontology","https://w3id.org/semanticarts/ontology/versioning",,,,,,,,,,,"https://raw.githubusercontent.com/semanticarts/versioning-ontology/develop/versioning.ttl",,
"Semiotics","http://emmo.info/emmo/middle/semiotics","The semiotics module is based on the semiotic theory by Charles S.","Adham Hashibon,Emanuele Ghedini,Georg Schmitz,Gerhard Goldbeck,Jesper Friis",,"CC-BY 4.0","https://github.com/emmo-repo/EMMO",,,,,,"http://emmo.info/emmo/1.0.0-beta/middle/semiotics","2021-01-26","1.0.0-beta"
"SemWeb Vocab Status ontology","http://www.w3.org/2003/06/sw-vocab-status/ns#","An RDF vocabulary for relating Semantic Web vocabulary terms to their status.","Dan Brickley,Leigh Dodds,Libby Miller",,,,,,,,"https://www.w3.org/2003/06/sw-vocab-status/ns#",,"2011-12-12",
"Sensor Data ontology","http://bimerr.iot.linkeddata.es/def/sensor-data#","The Sensor Data ontology has been developed to represent measurements generated by sensors located inside building spaces.","Serge Chávez Feria,María Poveda Villalón",,"CC-BY 4.0","https://bimerr.iot.linkeddata.es/def/sensor-data/",,,,,,"https://bimerr.iot.linkeddata.es/def/sensor-data/ontology.ttl","2020-02-01","0.0.3"
