"ontology title","ontology iri","summary","authors","contributors","license information","project page","source page","latest json-ld file","latest n3 file","latest ntriples file","latest rdf/xml file","latest turtle file","modified","version","source title","source url"
"OBO Format Metamodel","http://www.geneontology.org/formats/oboInOwl#","","","","","","","","","","https://raw.githubusercontent.com/geneontology/go-ontology/master/contrib/oboInOwl","","","","Manually maintained","https://github.com/k00ni/govi/blob/master/manually-maintained-metadata-about-ontologies.csv"
"OBO Metadata Ontology","http://purl.obolibrary.org/obo/omo.owl","An ontology specifies terms that are used to annotate ontology terms for all OBO ontologies. The ontology was developed as part of Information Artifact Ontology (IAO).","","","","","https://archivo.dbpedia.org/info?o=http://purl.obolibrary.org/obo/omo.owl","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2Fomo.owl&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2Fomo.owl&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2Fomo.owl&f=ttl","2021-06-05","2023-11-02","DBpedia Archivo","https://archivo.dbpedia.org/list"
"OBO Relations Ontology","http://purl.obolibrary.org/obo/ro.owl","The OBO Relations Ontology (RO) is a collection of OWL relations (ObjectProperties) intended for use across a wide variety of biological ontologies.","","","","https://github.com/oborel/obo-relations/","https://archivo.dbpedia.org/info?o=http://purl.obolibrary.org/obo/ro.owl","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2Fro.owl&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2Fro.owl&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2Fro.owl&f=ttl","2021-03-04","2024-02-13","DBpedia Archivo","https://archivo.dbpedia.org/list"
"OCD ontology","http://www.semanticweb.org/OntoOCD","","","","","","http://bioportal.bioontology.org/ontologies/OCD","","","","https://data.bioontology.org/ontologies/OCD/download?download_format=rdf","","2022-12-21","","BioPortal","https://data.bioontology.org/documentation"
"OCO, the OpenCitations Ontology","https://w3id.org/oc/ontology","OCO, the OpenCitations Ontology, is not yet another bibliographic ontology, rather it is just a place where existing and complementary ontological entities from several other ontologies are grouped together for the purpose of providing descriptive metadata as introduced in the [OpenCitations Data Model(ODCM)](http://opencitations. net/model).* bibliographic resources (br), class fabio: Expression and its subclasses – resources that either cites or are cited by other bibliographic resources (e. g. journal articles), or that contain such citing/cited resources (e. g. journals);* resource embodiments (re), class fabio: Manifestation and its subclasses – details of the physical or digital forms in which the bibliographic resources are made available by their publishers;* discourse elements (de), class deo: DiscourseElement and its subclasses - a document component, either structural (e. g. paragraph, section, chapter, table, caption, footnote, title) or rhetorical (e. g. introduction, discussion, acknowledgements, reference list, figure, appendix), in which the content of a bibliographic resource can be organized;* reference pointers (rp), class c4o: InTextReferencePointer - a textual device (e. g. “[1]”), denoting a single bibliographic reference, that is embedded in the text of a document within the context of a particular sentence or text chunk;* pointer list (pl), class c4o: SingleLocationPointerList - a textual device (e. g. “[1, 2, 3]” or “[4-9]”) which includes a number of reference pointers denoting the specific bibliographic references to which the list pertains;* bibliographic reference entries (be), class biro: BibliographicReference – the literal textual bibliographic entries occurring in the reference lists within bibliographic resources, that reference other bibliographic resources;* responsible agents (ra), class foaf: Agent – names of agents having certain roles with respect to bibliographic resources (i. e. names of authors, editors, publishers, etc.);agent roles (ar), class pro: RoleInTime – roles held by agents with respect to bibliographic resources (e. g. author, editor, publisher);* identifiers (id), class datacite: Identifier – external identifiers (e. g. DOI, ORCID, PubMedID) associated with the bibliographic entities;* citations (ci), class cito: Citation - conceptual directional links from a citing entity to a cited entity, created by a human performative act of making a citation. https://rawgit. com/essepuntato/opencitations/master/ontology/core. pngOCO, the OpenCitations Ontology, is not yet another bibliographic ontology. Rather it is just a place where existing and complementary ontological entities from several other ontologies, all employed in the OpenCitations Data Model, are grouped together for the purpose of providing descriptive metadata for the OpenCitations Corpus (OCC), the OpenCitations Indexes and other OpenCitations datasets. This model is freely available for third parties to use to model their own data, either for their independent use or to permit their data, conformed to the OpenCitations Data Model, to be published on their behalf by OpenCitations.","","","","","https://archivo.dbpedia.org/info?o=https://w3id.org/oc/ontology","","","http://archivo.dbpedia.org/download?o=https%3A%2F%2Fw3id.org%2Foc%2Fontology&f=nt","http://archivo.dbpedia.org/download?o=https%3A%2F%2Fw3id.org%2Foc%2Fontology&f=owl","http://archivo.dbpedia.org/download?o=https%3A%2F%2Fw3id.org%2Foc%2Fontology&f=ttl","2021-01-31","2.0","DBpedia Archivo","https://archivo.dbpedia.org/list"
"ODRL access control policies profile","https://w3id.org/oac","The ODRL Profile for Access Control (OAC) extends the WAC access control list mechanism by using the Open Digital Rights Language (ODRL) to define sticky policies that express permissions and / or prohibitions associated with data stored in a decentralised storage environment and utilises the Data Privacy Vocabulary (DPV) as a controlled vocabulary for invoking privacy and data protection-specific terms. This is the RDF ontology for the ODRL Profile for Access Control.","Beatriz Esteves,Harshvardhan J. Pandit,Víctor Rodríguez-Doncel","","","","https://archivo.dbpedia.org/info?o=https://w3id.org/oac","","","http://archivo.dbpedia.org/download?o=https%3A%2F%2Fw3id.org%2Foac&f=nt","http://archivo.dbpedia.org/download?o=https%3A%2F%2Fw3id.org%2Foac&f=owl","http://archivo.dbpedia.org/download?o=https%3A%2F%2Fw3id.org%2Foac&f=ttl","","0.2","DBpedia Archivo","https://archivo.dbpedia.org/list"
"OGC GeoSPARQL","http://www.opengis.net/ont/geosparql","An RDF/OWL vocabulary for representing spatial information","OGC GeoSPARQL Standards Working Group","","","http://www.opengis.net/doc/IS/geosparql/1.1","","","https://lov.linkeddata.es/dataset/lov/vocabs/gsp/versions/2023-11-16.n3","","","","","1.1","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"OGC Geometry","http://www.opengis.net/ont/gml","A specialization of GeoSPARQL defining specific subtypes of Geometry","http://dbpedia.org/resource/Open_Geospatial_Consortium","","","","","","https://lov.linkeddata.es/dataset/lov/vocabs/gml/versions/2012-09-11.n3","","","","","","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"OGG: Ontology of Genes and Genomes","http://purl.obolibrary.org/obo/ogg.owl","OGG is a biological ontology in the area of genes and genomes. OGG uses the Basic Formal Ontology (BFO) as its upper level ontology. This OGG document contains the genes and genomes of a list of selected organisms, including human, two viruses (HIV and influenza virus), and bacteria (B. melitensis strain 16M, E. coli strain K-12 substrain MG1655, M. tuberculosis strain H37Rv, and P. aeruginosa strain PAO1). More OGG information for other organisms (e. g., mouse, zebrafish, fruit fly, yeast, etc.) may be found in other OGG subsets.","","","","","","","","","http://purl.obolibrary.org/obo/ogg.owl","","2024-04-11","Vision Release: 1.0.59","Ontology Lookup Service (OLS)","https://www.ebi.ac.uk/ols4/api/ontologies"
"OHMI: Ontology of Host-Microbiome Interactions","http://purl.obolibrary.org/obo/ohmi.owl","OHMI is a biomedical ontology that represents the entities and relations in the domain of host-microbiome interactions.","","","","","https://archivo.dbpedia.org/info?o=http://purl.obolibrary.org/obo/ohmi.owl","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2Fohmi.owl&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2Fohmi.owl&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2Fohmi.owl&f=ttl","2021-12-08","2019-09-17","DBpedia Archivo","https://archivo.dbpedia.org/list"
"OHPI: Ontology of Host-Pathogen Interactions","http://purl.obolibrary.org/obo/ohpi.owl","OHPI is a biomedical ontology in the area of host-pathogen interactions. OHPI is developed by following the OBO Foundry Principles (e. g., openness and collaboration).","","","","","","","","","http://purl.obolibrary.org/obo/ohpi.owl","","2024-04-11","","Ontology Lookup Service (OLS)","https://www.ebi.ac.uk/ols4/api/ontologies"
"OMG: Ontology for Managing Geometry","https://w3id.org/omg","The Ontology for Managing Geometry (OMG) is an ontology for describing geometry descriptions of objects. It provides means to support the application of multiple geometry descriptions of the same object as well as the description of the geometry evolution over time. The OMG is based the concepts introduced in the Ontology for Property Management (OPM) ontology. This ontology was created within the research project SCOPE, funded by the German Federal Ministry for Economic Affairs and Energy (BMWi).The initial version of the ontology (v0.0.1) is documented in: Wagner, Anna, Bonduel, Mathias, Pauwels, Pieter & Rüppel, Uwe(2019). Relating Geometry Descroptions to its Derivatives on the Web. In Proceedings of the European Conference on Computing in Construction (EC3 2019). Chania, Greece.","https://www.researchgate.net/profile/Anna_Wagner13,https://www.researchgate.net/profile/Mathias_Bonduel,https://www.researchgate.net/profile/Pieter_Pauwels","","","","","","https://lov.linkeddata.es/dataset/lov/vocabs/omg/versions/2018-11-28.n3","","","","","0.0.1","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"ONS","https://raw.githubusercontent.com/enpadasi/Ontology-for-Nutritional-Studies/master/ons.owl","The Ontology for Nutritional Studies (ONS) has been developed as part of the ENPADASI European project (http://www. enpadasi. eu/) with the aim to define a common language and building ontologies for nutritional studies.","","","","","https://archivo.dbpedia.org/info?o=https://raw.githubusercontent.com/enpadasi/Ontology-for-Nutritional-Studies/master/ons.owl","","","http://archivo.dbpedia.org/download?o=https%3A%2F%2Fraw.githubusercontent.com%2Fenpadasi%2FOntology-for-Nutritional-Studies%2Fmaster%2Fons.owl&f=nt","http://archivo.dbpedia.org/download?o=https%3A%2F%2Fraw.githubusercontent.com%2Fenpadasi%2FOntology-for-Nutritional-Studies%2Fmaster%2Fons.owl&f=owl","http://archivo.dbpedia.org/download?o=https%3A%2F%2Fraw.githubusercontent.com%2Fenpadasi%2FOntology-for-Nutritional-Studies%2Fmaster%2Fons.owl&f=ttl","2021-06-05","Release version 1.2.3","DBpedia Archivo","https://archivo.dbpedia.org/list"
"OPA ontology","https://w3id.org/laas-iot/adream","This knowledge base describes the ADREAM building, with a particular focus on the connected devices. It is an extension of IoT-O (https://www. irit. fr/recherches/MELODI/ontologies/IoT-O), an core domain IoT ontology. ADREAM is a positive-energy building, built for research purposes in Toulouse at LAAS-CNRS. It hosts over 6500 sensors scattered all over its surface to monitor not only energy consumption, but also luminosity or temperature, allowing autonomic control of the building.","","","","","https://archivo.dbpedia.org/info?o=https://w3id.org/laas-iot/adream","","","http://archivo.dbpedia.org/download?o=https%3A%2F%2Fw3id.org%2Flaas-iot%2Fadream&f=nt","http://archivo.dbpedia.org/download?o=https%3A%2F%2Fw3id.org%2Flaas-iot%2Fadream&f=owl","http://archivo.dbpedia.org/download?o=https%3A%2F%2Fw3id.org%2Flaas-iot%2Fadream&f=ttl","","","DBpedia Archivo","https://archivo.dbpedia.org/list"
"OPC UA Core ontology","http://www.fortiss.org/kb/opcua/OpcUaCore.owl","","","","","","","","","","https://raw.githubusercontent.com/OntoUA/ua-nodeset-core-ont/master/owl/OpcUaCore.owl","","","","Manually maintained","https://github.com/k00ni/govi/blob/master/manually-maintained-metadata-about-ontologies.csv"
"OPC UA NodeSet ontology","http://www.fortiss.org/kb/opcua/OpcUaNodeSet2.owl","","","","","","","","","","https://raw.githubusercontent.com/OntoUA/ua-nodeset-core-ont/master/owl/OpcUaNodeSet2.owl","","","","Manually maintained","https://github.com/k00ni/govi/blob/master/manually-maintained-metadata-about-ontologies.csv"
"OPC UA Ontology-Design-Pattern","http://www.w3id.org/hsu-aut/OpcUa","","","","","","","","","","https://raw.githubusercontent.com/hsu-aut/IndustrialStandard-ODP-OPC-UA/master/OpcUa.owl","","","","Manually maintained","https://github.com/k00ni/govi/blob/master/manually-maintained-metadata-about-ontologies.csv"
"OPDM Utility Vocabulary","http://purl.org/opdm/utility#","An RDF vocabulary for the utility conceptual elements needed across all Product Type Ontologies (PTOs) that conform the project Ontology-based Product Data Management (OPDM)","http://www.unibw.de/ebusiness/,http://opdm-project.org/","","","","https://archivo.dbpedia.org/info?o=http://purl.org/opdm/utility#","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.org%2Fopdm%2Futility%23&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.org%2Fopdm%2Futility%23&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.org%2Fopdm%2Futility%23&f=ttl","2020-05-07","","DBpedia Archivo","https://archivo.dbpedia.org/list"
"OPM: Ontology for Property Management","https://w3id.org/opm#","Ontology for Property ManagementThe Ontology for Property Management (OPM) extends the concepts introduced in the Smart Energy Aware Systems (SEAS) Evaluations ontology.","","","","","https://archivo.dbpedia.org/info?o=https://w3id.org/opm#","","","http://archivo.dbpedia.org/download?o=https%3A%2F%2Fw3id.org%2Fopm%23&f=nt","http://archivo.dbpedia.org/download?o=https%3A%2F%2Fw3id.org%2Fopm%23&f=owl","http://archivo.dbpedia.org/download?o=https%3A%2F%2Fw3id.org%2Fopm%23&f=ttl","","May 25th 2018","DBpedia Archivo","https://archivo.dbpedia.org/list"
"OPMI: Ontology of Precision Medicine and Investigation","http://purl.obolibrary.org/obo/opmi.owl","OPMI is a biomedical ontology in the area of precision medicine and its related investigations. It is community-driven and developed by following the OBO Foundry ontology development principles.","","","","","","","","","http://purl.obolibrary.org/obo/opmi.owl","","2024-04-11","Vision Release: 1.0.166","Ontology Lookup Service (OLS)","https://www.ebi.ac.uk/ols4/api/ontologies"
"OPTImAL: An ontology for patient adherence modeling in physical activity domain","http://webprotege.stanford.edu/project/B1YA5aP4fTfTaBBx7flwQP","The purpose of the ontology is to identify adherence to physical activity or exercise based on factors characterizing patient profile (e. g., demographics, lifestyle, social support, physiological condition, etc.). The ontology is focusing on physical-activity-related adherence subject matter of patients with heart disease. The main target users are healthcare professionals working with cardiac patients in a matter of recommending or coaching of physical activity and exercise. Another group of target users is professionals involved in the development of software solutions to support patient physical activity and exercise performance. The purpose of the ontology is to identify adherence to physical activity or exercise based on factors characterizing patient profile (e. g., demographics, lifestyle, social support, physiological condition, etc.). The ontology is focusing on physical-activity-related adherence subject matter of patients with heart disease. The main target users are healthcare professionals working with cardiac patients in a matter of recommending or coaching of physical activity and exercise. Another group of target users is professionals involved in the development of software solutions to support patient physical activity and exercise performance.","","","","","http://bioportal.bioontology.org/ontologies/OPTIMAL","","","","https://data.bioontology.org/ontologies/OPTIMAL/download?download_format=rdf","","2019-03-28","","BioPortal","https://data.bioontology.org/documentation"
"OSIRIS-REx Analytical Technique","file:/C:/Workspace/GithubC/USGIN/excel2rdf-template/AnalyticalTechnique.ttl","","","","","","http://bioportal.bioontology.org/ontologies/O-REXTECH","","","","https://data.bioontology.org/ontologies/O-REXTECH/download?download_format=rdf","","2022-09-08","","BioPortal","https://data.bioontology.org/documentation"
"OSIRIS-REx sample analysis workgroups","file:/C:/Workspace/GithubC/USGIN/excel2rdf-template/workgroups.ttl","","","","","","http://bioportal.bioontology.org/ontologies/OREX-WG","","","","https://data.bioontology.org/ontologies/OREX-WG/download?download_format=rdf","","2022-09-08","","BioPortal","https://data.bioontology.org/documentation"
"OSIRIS-REx sample type","file:/C:/Workspace/GithubC/USGIN/excel2rdf-template/SampleType.ttl","","","","","","http://bioportal.bioontology.org/ontologies/OREX-SAM","","","","https://data.bioontology.org/ontologies/OREX-SAM/download?download_format=rdf","","2022-09-08","","BioPortal","https://data.bioontology.org/documentation"
"OSLC Asset Management Vocabulary","http://open-services.net/ns/asset#","All vocabulary URIs defined in the OSLC Asset Management (Asset) namespace.","http://open-services.net/bin/view/Main/OslcCore","","","http://open-services.net/ns/asset/asset.rdf,http://open-services.net/bin/view/Main/AssetMgSpecificationV2,http://open-services.net/bin/view/Main/AssetHome","","","https://lov.linkeddata.es/dataset/lov/vocabs/am/versions/2012-08-24.n3","","","","","","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"OSLC Core Vocabulary","http://open-services.net/ns/core#","All vocabulary URIs defined in the OSLC Core namespace.","http://open-services.net/bin/view/Main/OslcCore","","","http://open-services.net/bin/view/Main/OslcCoreSpecification,http://open-services.net/ns/core/core.rdf","","","https://lov.linkeddata.es/dataset/lov/vocabs/oslc/versions/2014-05-23.n3","","","","","","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"OSLO Exchange Standard","http://purl.org/oslo/ns/localgov","This is the RDF encoding of the OSLO Vocabulary developed under the OSLO (Open Standards for Local Administrations) Programme. This file specifies the set of RDF classes and properties used in the OSLO exchange standard for local administrations in Flanders.","http://about.me/raf.buyle,http://www.v-ict-or.be/,https://plus.google.com/100657774585364184497","","","","","","https://lov.linkeddata.es/dataset/lov/vocabs/oslo/versions/2014-05-30.n3","","","","","Version 1.1.0 30 May 2014","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"OSMO: Ontology for Simulation, Modelling, and Optimization","https://purl.org/vimmp/osmo","OSMO: Ontology for Simulation, Modelling, and Optimization","Martin Thomas Horsch (ORCID 0000-0002-9464-6739),Silvia Chiacchiera (ORCID 0000-0003-0422-7870),Michael A. Seaton (ORCID 0000-0002-4708-573X),Ilian T. Todorov (ORCID 0000-0001-7275-1784)","Gianluca Boccardo (ORCID 0000-0003-1264-8237),Paola Carbone (ORCID 0000-0001-9927-8376),Welchy Leite Cavalcanti,Mara Chiricotto (ORCID 0000-0003-1609-5254),Joshua D. Elliott (ORCID 0000-0002-0729-246X),Andreas Fiseni,Gerhard Goldbeck (ORCID 0000-0002-4181-2852),Helge Krieg,Vladimir Lobaskin (ORCID 0000-0002-5231-0639),Philipp Neumann,Christoph Niethammer,Peter Schiffels,Daniele Toti (ORCID 0000-0002-9668-6961),Jadran Vrabec (ORCID 0000-0002-7947-4051)","","","https://archivo.dbpedia.org/info?o=https://purl.org/vimmp/osmo","","","http://archivo.dbpedia.org/download?o=https%3A%2F%2Fpurl.org%2Fvimmp%2Fosmo&f=nt","http://archivo.dbpedia.org/download?o=https%3A%2F%2Fpurl.org%2Fvimmp%2Fosmo&f=owl","http://archivo.dbpedia.org/download?o=https%3A%2F%2Fpurl.org%2Fvimmp%2Fosmo&f=ttl","","1.8","DBpedia Archivo","https://archivo.dbpedia.org/list"
"OSi Spatial Ontology","http://ontologies.geohive.ie/osi","The Irish labels for concepts introduced for this ontology are still pending approval. The Irish labels are thus still subject to change and missing labels will be added in due time.","","","","","https://archivo.dbpedia.org/info?o=http://ontologies.geohive.ie/osi","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fontologies.geohive.ie%2Fosi&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fontologies.geohive.ie%2Fosi&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fontologies.geohive.ie%2Fosi&f=ttl","2020-06-19","2.00.000","DBpedia Archivo","https://archivo.dbpedia.org/list"
"OVAE: Ontology of Vaccine Adverse Events","http://purl.obolibrary.org/obo/ovae.owl","OVAE is a biomedical ontology in the area of vaccine adverse events. OVAE is an extension of the community-based Ontology of Adverse Events (OAE).","","","","","","","","","http://purl.obolibrary.org/obo/ovae.owl","","2024-04-11","Vision Release: 1.0.34","Ontology Lookup Service (OLS)","https://www.ebi.ac.uk/ols4/api/ontologies"
"OWL for Observations","http://def.seegrid.csiro.au/ontology/om/om-lite","An OWL representation of the Observation Schema described in clauses 7-8 of ISO 19156:2011 Geographic Information - Observations and Measurements / OGC Abstract Specification - Topic 20.An OWL representation of the Observation Schema described in clauses 7-8 of ISO 19156:2011 Geographic Information - Observations and Measurements. In contrast to previous versions developed through SSN and in conjunction with ISO 19150-2, this ontology has minimal dependencies on existing ontologies, particularly those that trigger extended chains of imports. Stub classes are provided for time, geometry and measure (scaled number), which can be substituted at run-time by a suitable concrete representation of the concept. Observation Collection has been (re-)introduced, to support the common case where a collection is homogeneous in one or more properties (feature-of-interest, phenomenon-time, observed-property, units-of-measure, procedure). The value of the common property may be recorded against the collection instead of repetitively against every member. In this revision, the observation result is an Object Property, in order to conform to strict OWL2 semantics. The type constraints on Observation specializations TruthObservation and CountObservation have been changed, so that the range of oml: result is an Object containing the xsd type, rather than the data-type itself.","http://orcid.org/0000-0002-3884-3420","","","http://www.semantic-web-journal.net/content/ontology-observations-and-sampling-features-alignments-existing-models-0","","","https://lov.linkeddata.es/dataset/lov/vocabs/oml/versions/2016-01-20.n3","","","","","","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"OWL for Sampling Features","http://def.seegrid.csiro.au/ontology/om/sam-lite","A simple OWL representation of the Sampling Features Schema described in clauses 9-11 of ISO 19156:2011 Geographic Information - Observations and MeasurementsAn OWL representation of the Sampling Features Schema described in clauses 9-11 of ISO 19156:2011 Geographic Information - Observations and Measurements. In contrast to previous versions developed through SSN and in conjunction with ISO 19150-2, this ontology has minimal dependencies on existing ontologies, particularly those that trigger extended chains of imports. Stub classes are provided for time, geometry and measure (scaled number), which can be substituted at run-time by a suitable concrete representation of the concept. The model for Specimen has a dependency on W3C PROV-O. Specimen is modelled as a subclass of prov: Entity, so PROV can be used to describe specimen preparation chains.","http://registry.it.csiro.au/people/SimonJDCox,http://orcid.org/0000-0002-3884-3420","","","","","","https://lov.linkeddata.es/dataset/lov/vocabs/samfl/versions/2015-11-17.n3","","","","","","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"OWL representation of ISO 19103 (Basic types package)","http://def.seegrid.csiro.au/isotc211/iso19103/2005/basic","An OWL representation of (some of) the basic types described in ISO 19103:2005, required as primitives in other ontologies based on ISO 19100 series standards. An OWL representation of (some of) the basic types described in ISO 19103:2005, required as primitives in other ontologies based on ISO 19100 series standards. This vocabulary is provisional, pending finalization of ISO 19150-2.The URI stem http://def. seegrid. csiro. au/isotc211/ is temporary. The vocabulary is expected to be ultimately published in the domain http://def. isotc211.org/","http://orcid.org/0000-0002-3884-3420","","","","","","https://lov.linkeddata.es/dataset/lov/vocabs/basic/versions/2013-11-14.n3","","","","","","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"OWL representation of ISO 19107 (Geographic Information)","http://def.seegrid.csiro.au/isotc211/iso19107/2003/geometry","An OWL representation of part of the model for geometry and space from ISO 19107:2003 Geographic Information - Spatial SchemaAn OWL representation of part of the model for geometry and space from ISO 19107:2003 Geographic Information - Spatial Schema. This vocabulary is provisional, pending finalization of ISO 19150-2.The URI stem http://def. seegrid. csiro. au/isotc211/ is temporary. The vocabulary is expected to be ultimately published in the domain http://def. isotc211.org/.","http://orcid.org/0000-0002-3884-3420","","","","","","https://lov.linkeddata.es/dataset/lov/vocabs/gm/versions/2013-11-14.n3","","","","","","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"OWL representation of ISO 19109 (General Feature Model)","http://def.seegrid.csiro.au/isotc211/iso19109/2005/feature","An OWL representation of part of the General Feature Model described in ISO 19109 and the General Feature Instance model described in Annex C of ISO 19156:2011An OWL representation of part of the General Feature Model described in ISO 19109 and the General Feature Instance model described in Annex C of ISO 19156:2011. This vocabulary is provisional, pending finalization of ISO 19150-2.The URI stem http://def. seegrid. csiro. au/isotc211/ is temporary. The vocabulary is expected to be ultimately published in the domain http://def. isotc211.org/","http://orcid.org/0000-0002-3884-3420","","","","","","https://lov.linkeddata.es/dataset/lov/vocabs/gf/versions/2013-11-14.n3","","","","","","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"OWL representation of ISO 19115","http://def.seegrid.csiro.au/isotc211/iso19115/2003/metadata","An OWL representation of parts of the Geographic Metadata model described in ISO 19115:2003 with Corrigendum 2006 - MD PackageAn OWL representation of parts of the Geographic Metadata model described in ISO 19115:2003 with Corrigendum 2006 - MD Package. This vocabulary is provisional, pending finalization of ISO 19150-2.NOTE: The URI stem http://def. seegrid. csiro. au/isotc211/ is temporary. The vocabulary is expected to be ultimately published in the domain http://def. isotc211.org/","http://orcid.org/0000-0002-3884-3420","","","","","","https://lov.linkeddata.es/dataset/lov/vocabs/md/versions/2014-08-28.n3","","","","","","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"OWL representation of ISO 19115 (Geographic Information - Metadata - Citation package)","http://def.seegrid.csiro.au/isotc211/iso19115/2003/citation","An OWL representation of parts of the Geographic Metadata model described in ISO 19115:2003 with Corrigendum 2006 - CI PackageThis version of the ontology uses # and /code/ patterns as agreed in ISO 19150-2 meeting in Toulouse, June 2012.","","","","","https://archivo.dbpedia.org/info?o=http://def.seegrid.csiro.au/isotc211/iso19115/2003/citation","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fdef.seegrid.csiro.au%2Fisotc211%2Fiso19115%2F2003%2Fcitation&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fdef.seegrid.csiro.au%2Fisotc211%2Fiso19115%2F2003%2Fcitation&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fdef.seegrid.csiro.au%2Fisotc211%2Fiso19115%2F2003%2Fcitation&f=ttl","","","DBpedia Archivo","https://archivo.dbpedia.org/list"
"OWL representation of ISO 19115 (Geographic Information - Metadata - Data quality package)","http://def.seegrid.csiro.au/isotc211/iso19115/2003/dataquality","An OWL representation of parts of the Geographic Metadata model described in ISO 19115:2003 with Corrigendum 2006 - DQ PackageThis version of the ontology uses # and /code/ patterns as agreed in ISO 19150-2 meeting in Toulouse, June 2012.","http://orcid.org/0000-0002-3884-3420","","","","","","https://lov.linkeddata.es/dataset/lov/vocabs/dq/versions/2014-08-28.n3","","","","","","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"OWL representation of ISO 19115 (Geographic Information - Metadata - Dataset package)","http://def.seegrid.csiro.au/isotc211/iso19115/2003/dataset","An OWL representation of parts of the Geographic Metadata model described in ISO 19115:2003 with Corrigendum 2006 - DS Package","","","","","https://archivo.dbpedia.org/info?o=http://def.seegrid.csiro.au/isotc211/iso19115/2003/dataset","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fdef.seegrid.csiro.au%2Fisotc211%2Fiso19115%2F2003%2Fdataset&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fdef.seegrid.csiro.au%2Fisotc211%2Fiso19115%2F2003%2Fdataset&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fdef.seegrid.csiro.au%2Fisotc211%2Fiso19115%2F2003%2Fdataset&f=ttl","","","DBpedia Archivo","https://archivo.dbpedia.org/list"
"OWL representation of ISO 19115 (Geographic Information - Metadata - Extent package)","http://def.seegrid.csiro.au/isotc211/iso19115/2003/extent","An OWL representation of parts of the Geographic Metadata model described in ISO 19115:2003 with Corrigendum 2006 - EX Package","http://orcid.org/0000-0002-3884-3420","","","","","","https://lov.linkeddata.es/dataset/lov/vocabs/ext/versions/2014-08-28.n3","","","","","","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"OWL representation of ISO 19115 (Geographic Information - Metadata - Lineage package)","http://def.seegrid.csiro.au/isotc211/iso19115/2003/lineage","An OWL representation of parts of the Geographic Metadata model described in ISO 19115:2003 with Corrigendum 2006 - LI Package","http://orcid.org/0000-0002-3884-3420","","","","","","https://lov.linkeddata.es/dataset/lov/vocabs/li/versions/2014-08-13.n3","","","","","","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
